N,P,K,temperature,humidity,ph,rainfall,label
13.42504857385839,124.6880207681602,203.62409479827667,22.852502709944822,91.8537673997117,6.399759625767068,110.38747497578959,apple
4.1277503656763725,123.19913537133674,200.4959969689105,23.391598569645787,94.11223733161495,5.851642757690794,109.3458155716924,apple
31.961788783448263,121.9259972577211,203.7628362096131,23.25107482852066,92.15575209614107,5.698653984724132,109.11115428192187,apple
38.97114144515755,135.31623172512369,202.9214725399927,23.00098216824833,93.32109978748582,5.940939503780971,115.34390891413975,apple
9.994561143648575,138.69271048472123,198.01851893309808,21.128572972249174,91.7398681224146,5.597438568396792,104.9833060339516,apple
27.467818681820173,137.45706850080538,199.0646879654203,23.430718850564602,91.0430072218437,5.988002748845973,112.46109503842229,apple
4.863055279297139,136.9885921251024,193.91671727663245,22.447559421957333,91.05723293236298,6.220505935314808,105.77314531199178,apple
27.558203315027093,143.56822446495607,204.17450132911245,22.479927507512805,92.1458050475454,5.8721376553382605,117.07000092258461,apple
26.272943566974416,127.38156785500078,199.29957281414482,22.07620403361686,93.48922228521042,5.637075343247893,119.69994560323907,apple
5.86241618445556,117.99050434373814,203.93576298257412,22.897295398218954,96.03438647796968,5.902095813038771,106.22109820142448,apple
7.004937024637206,143.4730523566497,201.3849075430412,21.126396053849305,90.82789145837309,5.571592607099102,100.6960912498493,apple
8.774601581207142,140.45724967021778,194.27897663127936,21.090355264632997,90.67355115388543,5.581086622489558,103.30730497063887,apple
33.79673306267435,143.6911216948759,195.69882732498928,21.995908597296058,94.56418332136289,5.939779920643597,115.92567416456909,apple
36.287383874991626,140.44175994017223,197.829924558546,22.48867572729977,90.28629369419126,5.694569031214569,96.99543165617183,apple
0.22553309163454394,132.82333248354993,196.7949514274356,22.472522617531183,92.2849953624142,6.071923219258794,125.3014325725911,apple
29.875223396572295,121.40837694776974,199.29887383794713,22.027897425438713,93.82849113625421,5.855897230094103,109.43904855297197,apple
29.71797250045301,120.08568674339975,190.96063008691397,22.56900225342766,92.72705492204811,6.058219264555821,122.06241445293,apple
-0.3912317188294887,139.12633927959675,205.84297031382167,22.246780157835293,93.98398103637413,5.55662048154936,114.18800047014852,apple
1.0512935626360855,143.6415488839908,198.5445600514645,22.6685076160108,88.76589438511144,5.858352775741559,110.93098567932735,apple
12.72823137652012,128.09523600859671,203.82580129261297,22.640450127589464,94.8007719895869,6.118701890382035,116.54412906346047,apple
34.4378384039272,145.32407830965928,197.16459696541256,21.607121250782285,95.47701590132623,6.24885820673603,111.01782368045285,apple
27.59746413797091,140.0135290583869,198.68246977451702,22.56382455183221,92.67183109554134,5.676741381853201,118.06015067123657,apple
35.994124646957474,136.76146472538647,199.33031396018455,21.63713881856759,91.16515224763589,5.752706581265416,101.90203625882357,apple
3.541707324910407,144.02232226854812,196.05036060788854,20.93097595276219,91.28603023360962,5.5311050596509554,105.86777968552373,apple
29.05807323742426,143.07105247908606,196.29790589494715,22.13795257155868,94.53468488643884,6.110716879909287,111.96691347668288,apple
15.85940486204495,143.11437962880078,196.4362602418993,22.457152816228227,92.8970154093068,5.975325599829884,120.35124718466223,apple
18.380502171134037,124.53889892760704,204.17156167297028,22.356574420807274,93.6695294232404,6.199043441487139,104.33218818853737,apple
27.120150010062616,138.7528846387686,202.90991682789215,23.669205569204806,94.01344413947712,5.930708565812854,110.84867730866294,apple
27.969191572920227,118.01701414537567,195.25816830170507,22.17108767235783,94.74711448446548,6.124494018947226,122.46816680815084,apple
29.42073200884504,144.40261883031457,205.2035937314582,22.403810004691646,91.20826628115096,5.837363999292034,118.28587409562383,apple
27.60083691622338,129.59333852081306,198.59617516995706,22.77211573245584,89.99426602172699,5.712186099823222,109.23310475344519,apple
25.83286417104167,144.3721499819186,196.2972177079663,23.626209409534898,91.95365946869941,6.01935997816371,106.14371561963465,apple
24.169720170903048,121.19682949571292,200.8936565877014,22.337123332895906,93.65601173871879,5.650612654512047,107.88245230875388,apple
8.96455065960316,139.63024129635366,193.94756031469922,23.53478678769343,92.84471212712356,5.606592028904445,107.92530844532205,apple
28.421599006635116,141.02076485685623,199.97605632442577,21.82798073720325,93.34606588923556,5.900581928575943,109.6332389572093,apple
32.27901120770198,136.96544870415215,197.8272061793249,22.256696076030384,93.45334860655049,5.686526250186753,113.76945488176386,apple
7.047896298968048,125.03818000987037,194.04163703716054,22.64247690521173,90.17233974799893,5.731625293619927,109.82360873972117,apple
38.5727531945459,142.1089493017891,198.77493987853322,23.151691946187327,91.7637382785932,5.940120329920858,110.50319077185404,apple
30.13621021295167,138.22323339412412,199.72885998884803,23.00686626394743,93.16438008983863,5.878370572280541,117.26984300046371,apple
28.767085699083975,145.8406561879213,196.114963703834,23.642293468349553,90.45184728802057,5.781591911264792,99.62178587453236,apple
4.368413711810822,121.00074725853652,205.7234240980007,22.524283729934883,92.39378909661022,5.805590870291678,122.90043963279429,apple
30.94521379310848,135.9095392185196,199.91076374180525,22.319509057388725,91.81626593123075,6.219495476364402,122.7008328153538,apple
2.5390696888106152,132.10897540830788,198.28613426903175,22.261383079937747,90.71437286213899,6.048872549888553,127.45168726486754,apple
14.976381811973997,121.66545084872907,199.5019049581744,22.499301491084097,95.18556920996646,6.289275310313532,118.90273940564903,apple
33.81064836488491,135.3694004327985,202.50238411049943,22.103898219196033,91.86422858457726,6.288926376165574,125.99209004268529,apple
27.326429498214832,120.92371451039628,202.09556581723547,21.996827620358612,93.18275863069134,5.799149441820211,107.79525658449907,apple
25.021803404148056,118.74976744739409,197.91916593348625,22.149568330565447,91.11036575950075,6.096779471497898,112.17535556325707,apple
8.110237880983341,139.8651080904854,202.19754917800807,23.38218182720684,92.8142407234215,5.922420395260873,98.15932619931895,apple
2.258997850737728,144.5155615136081,196.91150048726627,22.942356712977066,92.20452779665361,5.566134617013418,102.40772258723355,apple
-1.5722511226224176,137.50797843743416,196.8557861677664,22.796241290409945,92.13814015391885,5.984286263685487,111.26619193293334,apple
18.84469117760008,123.81205617368819,203.6695456926151,23.528533871547896,89.75675595688013,5.80526203305415,112.19416613612682,apple
38.20009573429999,131.53494821377222,205.5250114511186,24.02261083379764,92.78730918548831,5.9630731337733485,99.26798989256963,apple
25.102112844654513,145.12472992144893,197.42787717898148,23.702110263789244,93.7112787270666,5.973909432323631,106.98947983797633,apple
35.68878745229459,129.22865383050825,199.55413214943584,22.59471712417392,93.81439345674472,5.889124325151144,102.51081137492439,apple
8.294003057677418,142.08999429915173,196.5048277630647,22.749524270745262,93.59103739935091,5.527510037945257,104.87084808858984,apple
11.985516849703293,128.52692500448077,203.43199815535127,22.583523122275302,91.79218062323832,5.9987766062698045,115.28363250410116,apple
29.533486792008087,129.43777480024005,199.27231251862878,22.67035580130245,91.69874494302398,5.886520338147791,103.99367420604469,apple
34.657226703539976,139.25967172648316,196.01616543458587,23.21523356626434,92.28666833046732,6.06561908293467,101.3275204850097,apple
16.60795466120039,127.66624364593864,203.7648425194244,22.37806327329513,92.45905934918264,6.070653815296973,113.04763340854709,apple
26.66444028735806,137.72922830302673,199.7466635814725,24.11930030900086,96.18235072267329,5.886322955032349,107.18945556244259,apple
32.82119982448916,138.00746144599293,198.5462204342431,22.30263210100861,90.80850771224584,6.302758517221162,122.90960120634551,apple
2.8037570710023187,142.05894307472934,203.36022195497094,22.32890321877506,94.15585218295536,5.832248683332251,106.28409997688213,apple
9.810379904210748,134.8601116911687,202.01447753811925,21.454264109647855,92.67724691426561,6.2053235615251,107.36332469029058,apple
1.9238673637767594,121.76878588835244,203.19225768821403,23.27352333873066,94.73949591873296,5.9145843546259345,110.06026911081321,apple
10.658453101697724,140.35352507946814,198.0972078501785,21.86760813193291,91.45915304340808,6.183549114689433,120.74671117718015,apple
29.673674390708413,121.6132625696332,199.32236239199628,22.98284100473862,92.85178066464377,5.666087292874081,116.71019262602864,apple
24.669021097783958,139.76270675332614,200.24134978700397,23.875532135931817,95.6239329312655,5.966081790584379,105.04245510482646,apple
26.057889703080555,118.68525831211963,197.88148432559453,23.325229471467303,90.53713696585189,5.7279929427366225,114.12229782962734,apple
10.96643947797526,140.21352762863668,193.99479237501507,22.321170170472104,92.66767695411369,5.940798478588865,122.60826838395143,apple
31.258797561450677,128.82251723239796,205.9370427699667,22.478029964154242,93.2468699350253,6.081360028027343,102.79250102318706,apple
24.063619741568292,121.488568758287,202.18917841003085,22.12024702610366,94.55647513420868,5.956560403442683,106.68702368607991,apple
22.7209136678713,125.35509657654926,199.78682502987624,22.50338648931221,94.22284421836476,6.117458359554652,103.39088406277004,apple
6.2846658080351006,141.84996886607627,200.97993526930048,21.52432067904898,94.4287640214722,6.060627669957799,102.54301079857649,apple
40.459622006390646,140.02238116811714,200.1397371019751,22.829782838746656,93.49130571834546,6.209178792924372,103.31815030254451,apple
11.405282379482347,127.20777479449654,200.75753222479094,22.14296600918581,90.16346598201147,6.135415780500323,121.51355648346873,apple
32.35468717056491,147.50728164623987,203.157811893183,23.590276857689535,90.19508401141813,6.409494405304538,108.20170779325008,apple
-0.10983013018256352,124.26689492540272,206.91680700042045,21.991810478576106,91.52865761300193,5.784349414107199,122.71538062672086,apple
7.741639510372966,142.44601039171351,196.41466016472262,22.865254870698728,94.68187292321787,5.887655910790216,108.20220480398082,apple
22.153334911687995,130.37325032743144,196.9529248598394,22.18462825967302,90.92559086047176,5.770540008160819,102.50048906085124,apple
11.52942165272036,125.39742660668941,201.986275131445,22.495028341579825,91.14957113677607,6.187193133539581,114.60969749452337,apple
5.666954444354119,121.67752905556588,203.2563149354485,22.192449953765085,89.7560353751588,5.9462051109550895,124.30578197239562,apple
7.235798087299422,138.91723430489907,198.52718864387225,22.966290748922457,92.41164713926274,6.123505037673206,109.55055934348091,apple
16.872580372143734,128.02297092664222,197.2857672570502,23.44916325125711,92.00107348719887,5.5618053955611755,115.0311783938523,apple
14.88725166762956,125.25262304278279,201.88130030090284,23.293543617758257,90.4931960380611,6.2224533437075396,105.84449815042291,apple
5.3203402062636425,140.49133022620438,196.3977876139717,23.92093297758775,93.61356354756718,6.1003670267840855,110.28167207214985,apple
14.519314204611781,120.69154306496661,201.68215654983175,22.55131061621065,92.47293497013962,6.086611187727557,116.70179078259706,apple
9.310185868495685,138.60327214816203,197.6206980675014,23.368463674973277,92.26031273376243,5.882512571389344,105.98237767254426,apple
6.638523438711405,143.8448064212542,192.41220568323143,23.04467023369254,92.7616494204776,5.847039968779225,105.82693780351723,apple
25.705645755984502,120.0749818785456,197.32874442723357,22.490699151316246,96.53054414608485,5.6543287804334135,106.14040380915704,apple
16.988621979997056,136.06873490414495,199.61581928346098,22.01280792104123,91.72592081068765,6.0469618012230315,121.64368024979217,apple
0.27373899652648737,120.42293456954361,205.6959859905878,22.204211409695784,91.881604066959,5.795806608506593,126.83204338282829,apple
9.684128494477724,142.84631869241124,192.93739902113717,23.47030895394271,92.13538839964542,5.6153753209714,118.00966569773395,apple
13.12268584080816,123.51966689372965,198.81300972275537,23.32551050715549,92.81290927690401,6.158114080961465,109.90505226103807,apple
9.134414613077412,140.47870566856767,197.6352254503994,21.978968148792415,89.31310627794045,6.242456325557991,105.0851855166969,apple
2.878044539893074,143.32199941456605,201.50577319507636,21.831877009174526,90.17932468503822,5.574591877119464,111.84110712585486,apple
5.375530955241095,142.94544610810888,198.35473151243207,23.795454035215187,95.14639631748217,5.6022605631139974,99.0089211292742,apple
20.522349605972877,142.19565428169193,198.52734129524248,23.352160810513947,91.89087676299093,5.818917168588917,104.64420823787611,apple
11.786102952212005,136.28828010758656,197.91787267382543,23.652453360428954,93.66052760467686,5.897177283423194,102.63759818852522,apple
30.58883975762361,140.48663991692436,195.53067673288967,23.476418351105025,92.25930001164215,5.801036901878662,115.52975228364392,apple
24.41912414149995,126.21240524645829,196.21282352203917,22.014551219390377,92.39043423696008,5.658403949213813,109.87157825873578,apple
10.356338431071295,120.49563517869944,200.19030721026573,22.52500721594432,91.36007546403468,6.400527378350416,118.03159486601874,apple
4.426896938700155,138.99974486879674,198.5620484229617,22.48969643364316,95.04018172142445,5.596891271775494,104.73274358938245,apple
24.82198396135289,121.20441175401756,201.35081730806283,21.4145637194693,89.52395897142566,6.1648359695385935,116.61384182873687,apple
18.474440929186475,120.42388756575633,203.3962724644542,23.46457027632619,88.36992991908967,5.8471189883136745,107.75626344378409,apple
22.54144871184773,137.93480185813337,200.92414532702747,23.52361967432168,90.77450764232412,5.775728041989826,106.42054277839244,apple
11.293469041439982,140.07314034318765,197.85402741039724,21.939247019616168,90.52948481766123,6.1998342748390085,131.4198573637265,apple
34.002018820147065,121.42088022441771,200.12119988332955,22.47144431240746,94.20690044671298,5.656141142870171,115.41301018182016,apple
27.74219367135939,135.42312509839545,198.46166043347782,22.543847640304367,90.12180917547998,5.653691192216303,115.4726602714405,apple
2.4226514219451056,121.4781701460348,198.73678817394196,22.765871655151457,91.40849535221517,5.7377484712372295,108.31002221636606,apple
36.164152444033334,144.14278269947314,195.420350229463,22.362056170191188,94.76464162509802,6.266110250714191,112.10238180359396,apple
32.98283836419401,123.68265378226012,205.27241328467474,22.73492172683705,94.70206976065245,5.673928997577726,111.97230550111968,apple
30.580530190988203,121.32767994861415,205.2196152735283,23.066223589165407,89.73687039514128,5.713916422779994,114.86785324937631,apple
15.086576101243388,126.14222060505332,199.83515976237302,23.013294449587264,90.31124623211218,6.296288035382346,105.29506789909634,apple
27.584684034554137,134.94155715996047,192.91734145450715,22.589933854339954,94.24786119146567,6.355493397208446,121.61357500399878,apple
10.781824927234704,141.8530816787935,199.43396826420394,22.575034602294245,94.78859087807376,5.916438112007138,124.53704321107494,apple
25.71080195808407,139.21415885185107,193.50042934261688,22.260054471557822,92.31540886094501,5.72786167317971,126.03666508532035,apple
29.873191268503174,140.371632659675,202.68696791551972,22.3030902539011,94.8022467967772,5.829400082524006,105.94325822835297,apple
36.08969545038964,137.3030798107146,199.57001787350978,21.173384302477086,91.34833319990256,5.659928294859628,102.82430284905678,apple
1.0086742489210565,142.5996919332206,208.27734489537545,21.50468696889951,90.68046283856678,5.53035960622087,115.44614435200407,apple
26.488883358383827,140.50353411570472,197.38921979287034,22.246159523483385,91.56591398899663,6.209021527849296,119.2920660062832,apple
28.75105160885762,136.22132784555205,196.3636495375408,21.903497317059966,92.21962420727378,6.1149526448170395,122.15090331877194,apple
35.541125827552975,126.85862322087917,203.56366574624326,21.386988846043124,91.8454143660176,5.9726469344194815,107.72815902064019,apple
30.89943264629362,135.22226161335254,200.75674852338162,23.348868832359624,91.08329197550506,6.122972856294661,115.02771246640079,apple
14.419503377780625,134.3711114683061,200.70111751018325,23.542932356947258,90.29690728960186,5.807372506536456,102.75059293059776,apple
15.551803287222393,121.67622372667161,198.8181964175068,23.28312963538662,92.29918237954402,6.18743492922264,110.09842349161063,apple
35.220027625059345,136.00137363674995,201.92467992227154,22.274206582652116,92.86831059904213,5.832677444826851,102.77027751213367,apple
5.4938751600774385,139.68937621644798,199.66471707389906,21.935437110038183,90.73092888249322,6.291700057684618,104.32900352250577,apple
29.21267023989646,135.26172435173143,203.98848244594618,21.67656221817094,92.38820451325547,5.867522593450545,112.28201421557411,apple
22.90544022601938,145.09725741292453,197.62293962815394,22.03969225385342,92.73164043049283,6.503482541540802,121.3661302447088,apple
22.71124531539912,137.07612732101967,200.11947418594764,22.97764325386759,92.39657632512689,5.935528620220146,124.91442965243769,apple
26.130224221813027,139.47251724352319,196.3224654523886,23.860235214203186,94.66889889662198,5.950083767412014,107.0081251428346,apple
19.98014879742967,125.76303035517626,199.69998758952184,22.538139196912887,93.88498979985629,5.988351464029232,104.21269401768062,apple
19.80250278018099,126.58297173772499,201.25592161447418,22.73831357982137,96.4771467275054,6.220292478790238,120.43527677736242,apple
31.602284728182035,122.6877564372463,200.6613715250404,22.504981788765726,92.26932623917588,5.865654138969819,114.66813865859581,apple
29.184146917756195,128.87824005678198,198.7153613025734,21.252043088436928,92.86632824513931,5.618775361757332,118.29633979943682,apple
31.945795284419745,127.85949325642552,207.6198827958098,22.079893342008837,90.2355406439951,6.075352865688265,107.36645038935717,apple
7.687925778415886,125.36201095811595,197.484966124906,22.372842873828574,90.19308930241489,5.670734807939835,115.37470586421429,apple
13.606827859624094,142.02258868459546,200.6251317191719,23.582829736984287,91.55756789020089,5.7658417576277055,121.70449803208709,apple
7.076036515790479,140.89937496145564,201.4325979857451,23.205002600633893,93.0989741704518,5.8395348936320755,121.46710758739464,apple
27.82999827104572,140.28632912465534,200.42803669492812,22.274544653682742,93.81467915349207,5.737000955930469,108.08304800679453,apple
21.117079788035955,140.73637158709533,200.4793917516743,23.147470676461126,93.92304301972848,5.737404948358296,105.27315031907433,apple
27.02190889027545,121.43168561019041,203.14774217054713,22.855441443774648,92.47055548004082,6.413765136147933,116.59236497651956,apple
34.46161279887979,135.50154808464902,197.63783288237414,22.146643056373293,91.50855881447056,5.695422203252317,113.84892411655488,apple
27.800201800720572,120.85274556623827,199.37923630083876,21.56878427315629,91.12673697381362,5.634015906324716,106.47617415142723,apple
30.223232101273666,121.87211518410281,203.22938238824094,22.499539554891065,93.00691479370757,6.195056837806686,117.94781595053523,apple
32.46604719993391,142.9278127951537,196.32100468452072,22.297252747705745,90.17429424837786,5.823673607384612,103.73877060523058,apple
32.67718141947116,138.4362965980593,196.98508126858457,23.69603278480998,91.73334385541638,5.651295267049375,117.81033871113725,apple
31.244076724523573,138.230688462242,195.97672575074273,22.634881763932505,91.16243151307505,5.694864458706306,107.19758900978401,apple
32.78965442722156,140.12684041249364,197.0925795524536,23.72020021595971,92.98000327267417,6.210045347068734,105.87526041558975,apple
5.397087681204983,145.84932304909321,198.35322499044318,22.719225952887836,94.32832014023718,5.872139292186584,102.15168653177331,apple
36.38382371596108,126.10647049762673,199.01356306703158,22.865669680035733,90.32096315145348,5.723823401375599,109.17203041041168,apple
13.985925060789361,141.5244513402893,200.632735070553,22.90023081874736,94.25756107437795,5.988832488701418,120.59601639238421,apple
29.53547964705185,119.81670509518122,201.6817566079444,21.925574541935386,93.76641694277652,6.259360086536514,121.14735985749228,apple
10.772058467145994,126.9042308672695,199.1336582048706,23.20001658929236,93.39037041050794,6.172803656910275,110.4924945789122,apple
3.1210909346029996,142.00814746755233,195.74760967031503,23.362347749152075,90.55223156721382,5.865320618485251,113.5604603054756,apple
35.82542345378483,142.37309520539955,192.02145516783312,23.290106116460766,94.01988294766974,6.44273134528857,113.27499108315818,apple
6.794728084630044,135.3267205389994,196.59414924201303,23.31543073298034,94.82384760327852,5.8315626655042925,100.6265767066694,apple
4.765181493273897,140.50457148944298,197.18736294342077,23.299627736728976,89.57024542210648,5.78706913634124,115.87208939407911,apple
31.05208107347113,136.50929968069175,199.40407260482976,22.106453550192192,95.9540029146144,6.283608554002853,116.85948224257649,apple
37.21679051094911,130.5548818170255,203.9384730738107,23.11528458930248,94.80211734567217,5.97122597052835,100.6303478281505,apple
3.984730514162395,141.88824789493984,202.947332818689,21.643373048027264,90.92491189045388,6.195159432368769,105.79055670933609,apple
2.634184037067277,137.20335891209663,194.78108611541674,22.538594268904742,90.68237019104001,5.736175364753795,104.40293396061702,apple
15.829949790997702,124.64583266309617,198.74495262176922,23.573201585194145,90.96777480747427,5.712239698759488,116.18590948482692,apple
15.24472668612073,143.73405592427483,200.5425573690718,22.726711213525203,93.88572615543363,5.903259623690927,119.05873011895166,apple
14.244093496935808,141.985330259369,193.52808501622596,22.210386584701943,92.12920626719247,6.0234151033481576,120.95073438905074,apple
6.307237048536407,138.81513726862508,192.1421907258507,23.2445627224509,93.91956743027691,5.6050449646402765,105.22428942352369,apple
30.20052930602745,139.259853582052,191.5919886991327,22.94299100838151,90.445585300385,5.578707845666468,119.65463529866483,apple
35.29669815341637,136.493176605619,197.01712148181684,22.82799880918436,88.91497393123969,5.79988705772663,107.53867271420482,apple
24.48900134240859,123.23363595464062,201.8829315317935,22.353057840846063,92.64592054042322,5.807834418432532,112.90378988489347,apple
12.23122824630667,138.93406383215427,196.02764746059398,22.092227781978973,93.10589556225072,6.037089452702159,121.55392517195952,apple
27.621169578979305,139.30469378968667,194.50720189625042,21.84751214304205,91.46012363374614,5.82972357197023,121.4799013647816,apple
2.9899650818637493,142.88765153492156,196.1565230438864,22.589461493562148,94.63746580365475,5.7352897236014915,105.5116966310847,apple
12.976801862725402,139.2855103959956,194.43204483279806,21.780249363016004,91.12109451562186,6.149813997297159,121.33808115956631,apple
3.0913617816472136,122.55367468041403,206.6199993481772,22.54981570632866,89.88489067712837,5.725686191698342,124.15710890364296,apple
14.613914552426074,139.75907814551258,198.45777521112583,22.924701979387233,92.82782154381682,5.811280033310625,113.68508897987344,apple
8.681155086604273,138.02131189169398,195.41192807643463,21.77802765803221,89.82442591714909,6.19251658959016,121.92673152527875,apple
30.841278414575886,138.37931169180115,196.67231302146487,22.807073518579152,90.54071031486778,6.264833875309178,125.34439962028942,apple
9.982197081012918,138.73248319735907,193.86770160332478,23.61030772634958,95.0844702806775,5.611870652521097,103.98852706938091,apple
32.030320098027154,122.16152274869104,201.85333732521173,23.088953557053753,91.12598522162367,5.768901465266073,110.41229925576314,apple
32.321261392900404,121.30363740489906,198.58739274337086,21.39807601269581,95.38970828212946,5.613095951555039,107.17972601866946,apple
19.090073610705886,121.72183621414544,199.5337559535903,23.029513371785853,91.64226747414955,5.976487302904393,109.08068985868654,apple
1.5720146992961144,125.72269590079914,201.31660372799968,22.812193590750752,91.23612487033718,5.912908731918284,121.03022265010108,apple
0.503200327889529,126.45511728481536,201.2247936742321,22.708001430176658,93.13486810900457,5.703186762529611,122.5967447494584,apple
26.78109781575031,134.7805192653922,197.2315048245553,22.79891177535925,91.83193484309295,6.068069753426523,114.13148720260506,apple
9.487021153723589,142.3279484020988,199.2754663358332,21.92740920366821,90.39230253044515,5.5878937748738515,103.3594257581679,apple
18.00730260167606,125.84553956323776,200.47111049195297,23.111807114149578,92.13694758854014,5.670702835618583,115.70313978786429,apple
15.56788766737263,124.7944309966499,201.9465984076305,22.334094447299826,94.18874557224288,6.231396828389648,123.19056366380832,apple
3.7839597386533654,140.4746641108966,196.7465743086385,21.350280139172906,91.34447977733124,5.5782631583833195,105.2647853894151,apple
9.0412875436928,144.91299050989224,200.39941270818076,20.99004118631521,91.80471298034452,5.730286159838929,107.0961802897277,apple
8.88436470882992,122.28687483924504,201.06152545238564,22.793948503262254,92.67109071647769,6.3408807390961295,114.84030290801874,apple
10.43942645980409,137.26418168581506,202.77959647461884,21.34111430378252,91.38782085942725,5.994936054968973,101.35669549644545,apple
33.05875602194585,128.15065755965173,204.79129848476086,22.5611166007484,92.70776509524296,5.995048175487753,99.46664608198323,apple
-0.6329380995308505,132.2143356418595,201.13930345616907,22.34315450232208,90.55895144637893,5.947731852579299,126.6255372034711,apple
0.926522278655157,140.05908615286634,191.76288729507573,23.09277222098426,92.97522358841317,5.5088645858691585,106.59040110157592,apple
16.093041991604515,126.37240440005809,199.23253956639562,23.52702648544246,91.97701067484638,6.343225060433885,110.7304880362501,apple
35.84710291103644,140.50046202523154,196.67595448022672,23.33573222450782,90.4708712294535,6.217034521012014,104.43556138936724,apple
4.739415271883198,142.20706309327687,196.70150428283313,23.084198125913822,93.16960561916648,5.5075499714098015,105.01930227406787,apple
-0.13488400333453665,143.87517225786047,202.11590411878112,21.438915304826207,89.55791425982687,5.817352207106478,102.77840952155759,apple
28.690373708761218,143.74049338075034,202.76569501290732,22.71556226772089,93.49391310046832,6.206119118575791,106.95611028811648,apple
24.211122606474987,122.18260401535896,198.42395491817126,22.60516507481629,93.79244483627757,5.691360122497674,106.96595516019258,apple
13.676055689198641,121.19708917750718,195.11423827278483,22.019734158815805,94.46633647015751,6.2332206600406135,115.54196909237957,apple
14.182516975528985,121.38389415874987,201.35433263802284,22.431337326765846,91.3441348220952,6.326101933583712,112.79943160303189,apple
26.305726709039323,139.33572779937055,197.47811994031008,22.064845027184873,90.70941048116606,5.85971238153318,118.2271842936951,apple
3.349922185952901,143.6840205366332,194.91031513036918,22.947948684025835,93.28231197436118,5.923167158219203,101.54070597975512,apple
18.063861515610697,124.48924477466075,202.6849224493964,22.56556870929022,92.45546958084682,6.2587349199666065,107.57139427074631,apple
1.411650609746075,141.96241737524338,207.4314913551712,21.180938036215643,90.67770258901017,5.521171417758774,109.02910487050124,apple
33.44494929591509,134.11794048143207,196.0555155730577,21.75194640063267,94.3720778622568,6.047801702579935,122.24629933457167,apple
32.61730201437195,139.925840364133,200.83547140668756,22.017439276327067,91.40527531845034,6.079337213447361,121.18647281090539,apple
27.49635574047831,144.99487504525962,195.3023556375362,23.80290242163974,88.59041772675346,5.830211671870205,98.33063681566063,apple
25.61651324823273,125.47611104508147,196.72440800491086,23.166822912980887,91.32769218205624,5.580244818661602,109.36552976711386,apple
29.206310594385393,129.912775651597,205.27560618134837,22.54900140052275,92.19801825707026,5.973842829464947,107.75174881720413,apple
26.183483119773314,139.865081465976,202.200987120316,23.792978734289488,94.5177309124493,5.993985793150968,104.50241899484828,apple
23.088113989748116,134.1369378529567,195.9084054304533,22.535732326663855,90.77025458309592,5.752936897521379,122.9803585434078,apple
1.6603408090653797,123.20650871602408,200.64966428259427,22.599583789767106,91.23968189434697,5.731572191646704,125.15618918521454,apple
28.805244758369685,135.38545265397343,196.3003862862506,21.983094761076796,90.72907659294462,5.957613480688898,120.29611020801975,apple
24.313711529828584,122.76900955434337,200.41893486272645,21.741156465566075,93.26791981659855,5.6390245717793235,107.34919359525526,apple
29.606354860616598,116.19909849561812,201.94471799016642,22.882658653532378,89.65354994561802,5.716295233709666,110.97021552271147,apple
9.990276207004602,139.339452855559,194.91315708709524,23.816278897061476,94.55818748216886,5.616593958816533,105.82268788470438,apple
9.699664574815705,138.81896731066314,192.99045536008583,22.074389273940653,91.70870446427018,5.567047907842602,102.76661418724564,apple
0.9403963946983738,125.23403984419375,204.9267207911383,22.201071679917018,92.31602048892829,5.709533150029521,120.38958734285032,apple
10.04799658037663,136.07212173058824,196.6647441473631,22.61866043220715,92.56138299744364,6.09343266598867,104.79868343748996,apple
3.965900063693721,138.8720662501143,197.72804996457268,22.938994579454487,93.42561356403345,5.537471075799809,107.59509891643972,apple
13.067844242380053,122.66185051036118,206.49197352308514,23.077499895445854,92.28665081346034,6.307693595468693,108.94037010104883,apple
14.680112378049435,123.26977972397884,204.4038602342277,22.51183680339986,93.48461226936115,6.1375298546111345,121.2790647848003,apple
3.142254817183041,138.88602592021263,197.37891511452608,22.170489649912078,90.7207268924701,6.064534195186565,122.24192631606866,apple
28.554022394162885,140.1452578396311,198.03475507209228,23.39420205038143,89.7568166873091,5.597438847345323,119.82806903985326,apple
7.618414308579442,144.39077784770254,193.40343978809398,23.607595201437345,94.52787630562237,6.111216732225387,111.30201079713541,apple
19.229040844445603,131.9313070052352,195.01133628178997,23.700487792721187,93.2280329149135,5.803158980513621,105.03716160476243,apple
31.076716969424226,117.29005515970267,198.7948501169587,22.668820856583757,92.23385501191176,5.748387665034654,107.03233725860063,apple
31.398592823874985,122.43511929191297,199.68172840950697,23.761492181295946,90.8090913820502,5.580205194162841,109.8614170621698,apple
11.731699331437424,133.79544915980046,192.85675903685885,21.49846498645808,92.37136153891173,5.552892723195121,106.5954398608435,apple
29.244978194577946,125.10510599468675,191.92406387929242,22.26621482446914,94.31612364462384,5.890454976200261,122.47738591024185,apple
2.536570442848444,123.76231874688497,201.72204055355513,22.32337347391833,93.83891840668058,5.766509664715205,122.90664022314553,apple
29.652900530523258,125.09505759539543,196.09254210479043,22.135742160465206,94.53096330939752,5.881455768514097,121.86664663698524,apple
18.65460472197129,124.29758194089848,204.72151669968352,22.59441814058564,94.1782229730938,6.062382958069554,120.97201775105415,apple
25.589555586840238,143.9491682144573,195.86672421784795,22.38634873224283,90.98871193867849,6.212844088438092,118.06672516157666,apple
